fid,sif_mean_735,sif_mean_743,longitude,latitude,B_REFL_mean,COMP_mean,EVI_mean,MIR_REFL_mean,NDVI_mean,NIR_REFL_mean,PXL_REL_mean,RAA_mean,R_REFL_mean,SZA_mean,VIQ_mean,VZA_mean,Window
10020,0.2762233758,0.4641131138,-99.6774800441,48.3165781171,555.655172,,1413.827586,2191.068966,2755.172414,1753.172414,,12479.923077,982.103448,2790.272727,4160,1042.655172,25_May_09_June
10021,0.2135650165,0.3215309188,-99.5857593454,48.3165781171,570.642857,157,1763.592593,2498.892857,3180.25,2058.892857,,12506.636364,1059.961538,2756.285714,,1167.074074,25_May_09_June
10022,0.1018901944,0.5427215723,-99.5398989961,48.3165781171,561.482759,,1804.033333,2525,3259.466667,2094.766667,,12443.958333,1065.333333,2787.875,,1127.5,25_May_09_June
10023,0.0046823502,0.1155929595,-99.4481782974,48.3165781171,552.178571,157,1650.428571,2477.607143,3087.25,1931.142857,,12390.142857,1010.714286,2762.7,,1259.04,25_May_09_June
10024,0.22389681,0.3153282787,-99.4023179481,48.3165781171,548.933333,157,1582.3,2525.533333,3054.6,1864,,12382.809524,996.133333,2726.5,,1387.576923,25_May_09_June
10025,0.1185944251,0.2261413932,-99.3564575988,48.3165781171,561.724138,157,1463.551724,2473.655172,2803.551724,1873.758621,,12403.894737,1053.482759,2771.1,,1278.730769,25_May_09_June
10026,0.0715701472,0.2621614431,-99.2647369001,48.3165781171,595.266667,,1330.133333,2420.2,2528.433333,1831.333333,,12405.916667,1089.5,2780.545455,6208,1298.133333,25_May_09_June
10027,0.0124095266,0.1159255517,-99.0812955028,48.3165781171,338.392857,151.5,661.321429,908.107143,1768.964286,923.892857,,7643.681818,586.571429,2795.363636,,2049.083333,25_May_09_June
10028,-0.0526498449,-0.1102569082,-98.9895748041,48.3165781171,489.642857,153.666667,1078.37931,1787.517241,2306.071429,1489.655172,,4594.375,895.428571,2774.777778,,1164.703704,25_May_09_June
10029,0.0118647471,0.1261392753,-98.9437144548,48.3165781171,536.423077,148.571429,1223.076923,2370.423077,2559.346154,1561,,8216.238095,916.038462,2858.153846,6223.5,1997.173913,25_May_09_June
10030,-0.0398530183,-0.0476060693,-98.8519937561,48.3165781171,627.533333,148.166667,1286.931034,2831.133333,2437.4,1819.433333,1,9613.04,1110.533333,2819.117647,2181,1777.5,25_May_09_June
10031,0.1174781179,0.243070721,-98.8061334068,48.3165781171,611.535714,,1242.714286,2731.678571,2404.428571,1745.75,,12348.115385,1073,2769.181818,,1576.035714,25_May_09_June
10032,-0.0566872224,0.1388228116,-98.7144127081,48.3165781171,608.034483,,1285.896552,2818.071429,2471.724138,1799.310345,,12366.8,1089.862069,2767.4,,1630.517241,25_May_09_June
10033,-0.0942415297,0.0160563275,-98.6685523588,48.3165781171,578.392857,,1315.310345,2688.034483,2569.137931,1757.071429,,12372.653846,1039.275862,2767,,1657.172414,25_May_09_June
10034,-0.1114845648,0.0064402771,-98.4851109615,48.3165781171,548.357143,157,1275.206897,2589.103448,2622.214286,1640,1,12381.25,961.62069,2750.9,2181,1795.482759,25_May_09_June
10035,0.2809747394,0.4011765867,-98.3475299135,48.3165781171,614.321429,157,1582.275862,2119.862069,2844.37931,2035.275862,,12284.043478,1130.285714,2729,6208,1957.434783,25_May_09_June
10036,0.0921407346,0.2067230943,-98.3016695642,48.3165781171,586.433333,148,1497.966667,2116.5,2788.366667,1951.7,,12277.173913,1099.833333,2731,4160,2064.423077,25_May_09_June
10037,0.0021284254,-0.1637473578,-98.2099488655,48.3165781171,540.482759,150,1553,1966.5,3002.965517,1877.068966,,12273.952381,1011.172414,2686.363636,,2384.333333,25_May_09_June
10038,0.2799056653,0.3639924005,-97.8430660709,48.3165781171,504.740741,,2138.571429,2375.464286,3883.814815,2141.285714,1,12214.347826,942,2678.5,2181,2750.166667,25_May_09_June
10039,0.1420451378,0.201705878,-97.4303229269,48.3165781171,468.103448,157,1513.344828,2512.892857,3297.586207,1551.103448,1,12357.333333,779.103448,2771.615385,2181,672.857143,25_May_09_June
10040,0.0366696103,0.113979674,-97.3386022282,48.3165781171,526.481481,,1557.37931,2316.37931,3140.482759,1704.241379,,12337.321429,883.035714,2784.555556,,570.241379,25_May_09_June
10041,0.0367833246,0.1946589894,-96.9717194336,48.3165781171,492,,1376.928571,1849.535714,3051.857143,1502.714286,,12563.772727,806.607143,2775.545455,,800.392857,25_May_09_June
10042,0.1346726769,0.1411723856,-96.9258590843,48.3165781171,457.1,156,1493.8,1863.466667,3317.833333,1527.5,1,11262.481481,767.533333,2802.545455,2181,970.033333,25_May_09_June
10043,0.3204569881,0.3961937167,-96.7424176869,48.3165781171,577.857143,,1895.448276,2887.793103,3415.517241,2052.25,,12409.148148,995.068966,2769.555556,,945.758621,25_May_09_June
10044,0.3328930661,0.3145372178,-96.6048366389,48.3165781171,558.62069,,2100.275862,2840.724138,3680.793103,2202.241379,,12472.074074,1016.310345,2765.888889,,1030.862069,25_May_09_June
10045,0.5007290207,0.6873684579,-96.192093495,48.3165781171,416.464286,149.5,2801.392857,1847.892857,4833.285714,2477.964286,1,5300.625,852.071429,2860.846154,2181,2172.2,25_May_09_June
10046,0.5161433773,0.9373405735,-95.779350351,48.3165781171,408.1,156,2738.7,1767.9,4907,2328.933333,,11754.32,795.233333,2761.333333,,1560.2,25_May_09_June
10047,1.1754880717,1.3444802742,-95.4583279057,48.3165781171,355.071429,,3451.285714,1273.071429,5883.892857,2602.928571,,12390.230769,676.740741,2738.714286,,1727.071429,25_May_09_June
10048,0.6129125183,0.8784728812,-95.3207468577,48.3165781171,304,,3335.214286,1083.75,6091.5,2385.888889,,12403.37037,577.75,2735.555556,,1807.821429,25_May_09_June
10049,0.5018421241,0.6463628135,-95.1831658097,48.3165781171,335,149,2966.75,1083.964286,5675.642857,2258.642857,,9612.36,650.928571,2808,,2021.714286,25_May_09_June
10050,0.3921435536,0.6232603327,-95.091445111,48.3165781171,257.862069,,3099,791.068966,6304.275862,2070.034483,,12322.44,472.285714,2730.875,,1941.482759,25_May_09_June
10051,0.0497801229,0.2039250235,-94.9997244124,48.3165781171,281.033333,,2928.5,748.466667,6030.62069,2039.233333,,12334.961538,515.233333,2728.222222,,1993.666667,25_May_09_June
10052,0.3089083529,0.4693770675,-94.8621433644,48.3165781171,247.4,,2771.133333,813.793103,5996.3,1905.1,,12342.448276,476.933333,2725.714286,,2071.8,25_May_09_June
10053,0.2521374053,0.5208831294,-94.8162830151,48.3165781171,277.25,,2605.428571,956.321429,5625.642857,1884.666667,,12345.884615,531.107143,2724.142857,,2097.428571,25_May_09_June
10054,0.4385293305,0.5260439277,-94.7704226657,48.3165781171,293,,2754.733333,913.333333,5671.3,2007.866667,,12343.266667,556.533333,2724.25,,2123.5,25_May_09_June
10055,0.2356316518,0.3640160395,-94.7245623164,48.3165781171,299.1,,2986.137931,835.533333,5787.833333,2191.586207,,12339.740741,583.37931,2722.4,,2149.466667,25_May_09_June
10056,0.2491667438,0.4232761414,-94.6328416177,48.3165781171,283.1,,2773.933333,904.766667,5725.766667,2007.793103,,12293.214286,546.2,2720.333333,,2201.433333,25_May_09_June
10057,0.1593639739,0.2722209357,-94.5869812684,48.3165781171,274.76,,3004.517241,889.357143,5922.206897,2162.103448,,12267.357143,550.793103,2719.625,,2227.068966,25_May_09_June
10058,0.1734589708,0.381851616,-94.5411209191,48.3165781171,234.571429,,2990.413793,745.655172,6300,2019.214286,,12274.846154,466.785714,2719.2,,2252.344828,25_May_09_June
10059,0.3644614026,0.7340220323,-94.4952605697,48.3165781171,227.3,,3240.9,710.37931,6526.9,2187.666667,,12269.655172,465.133333,2717.25,,2278.166667,25_May_09_June
10060,0.1798688829,0.3273581952,-94.4494002204,48.3165781171,298.142857,,3258.241379,842.068966,5934,2448.103448,,12276.5,626.241379,2717.166667,,2303.068966,25_May_09_June
10061,0.5331429295,0.8080823421,-94.4035398711,48.3165781171,317.172414,,3430.758621,768,5992.827586,2588.206897,,12284.107143,649.068966,2715.4,,2328.137931,25_May_09_June
10062,0.5415945639,0.7557080148,-94.3576795217,48.3165781171,293.689655,,2945.7,845.758621,5733.566667,2194.1,,10962.576923,594.966667,2756.5,,2351.928571,25_May_09_June
10063,0.4085298545,0.4741965102,-94.2659588231,48.3165781171,291.137931,,3347.068966,964.310345,6200.241379,2350.103448,,-4807.56,551.714286,2965,,2324.275862,25_May_09_June
10064,0.6162182722,0.6692757607,-94.1742381244,48.3165781171,257.103448,,3675.344828,797.206897,6748.413793,2437.103448,,-4810.961538,473.62069,2961.642857,,2271.896552,25_May_09_June
10065,0.6103540501,0.6541553065,-94.1283777751,48.3165781171,256.148148,,3755.137931,737.241379,6851.37931,2461.517241,,-4812.384615,467.62963,2960,,2246.413793,25_May_09_June
10066,0.4790692151,0.5869619489,-94.0825174258,48.3165781171,241.857143,,3429.333333,723.827586,6732.866667,2220.233333,,-4816.923077,435.034483,2958.461538,,2219.4,25_May_09_June
10067,0.5212734398,0.5475748181,-100.915709476,48.2536963349,590.461538,150,2157.730769,2475.038462,3587.88,2449.961538,,12624.826087,1161.923077,2739.25,,934.16,25_May_09_June
10068,0.6332083791,0.7749936096,-100.8239887773,48.2536963349,488.923077,,2468.961538,1875.153846,4293.769231,2358.68,,12369.166667,943.730769,2762.333333,,736.916667,25_May_09_June
10069,0.7032504715,0.8427632675,-100.7322680787,48.2536963349,513.88,,2515.24,1837.2,4245.76,2460.208333,,12180.947368,993.08,2754,,781.1,25_May_09_June
10070,0.6166581497,0.6514908932,-100.6864077294,48.2536963349,483.8,,2622.384615,1914.461538,4472.769231,2457.384615,,12455.909091,942.038462,2727.428571,,966.73913,25_May_09_June
10071,0.7308356592,0.8354939478,-100.5946870307,48.2536963349,475.88,157,2805.92,1817.52,4707.36,2519.92,,12401,905.28,2777,,601.916667,25_May_09_June
10072,0.6609592475,0.8362836018,-100.502966332,48.2536963349,419.846154,,3002.461538,1584.923077,5155.538462,2509.461538,,12509.222222,807.461538,2741.888889,,1098.416667,25_May_09_June
10073,0.7955643497,0.8008877318,-100.4571059827,48.2536963349,468.958333,,2569,1941.28,4458.08,2388.72,,12542.952381,914.84,2700.5,,1448.2,25_May_09_June
10074,0.5039112806,0.6324979424,-100.365385284,48.2536963349,487.615385,154,2723.692308,1886.153846,4574,2558.5,,11135.96,962.846154,2770.75,,1333.230769,25_May_09_June
10075,0.3430188954,0.5933395386,-100.2736645854,48.2536963349,548.5,,2362.115385,2027.846154,3924.692308,2446.807692,,12431.25,1056.653846,2789.545455,6208,721.346154,25_May_09_June
10076,0.3415812978,0.2208068679,-100.227804236,48.2536963349,625.230769,,1807.923077,2286.115385,3101.538462,2208.153846,,12368.72,1163.92,2798.5,6208,714.730769,25_May_09_June
10077,0.2325667915,0.3289990212,-100.0443628387,48.2536963349,657.16,145,1540.08,2888.4,2660.68,2187.04,,11739.92,1269.84,2816.888889,6208,879.84,25_May_09_June
10078,0.0318896838,0.1143718988,-99.9985024894,48.2536963349,627.92,,1750,2707.884615,2991.038462,2263.384615,,12437.115385,1224.076923,2792.571429,,859.038462,25_May_09_June
10079,0.1772787619,0.2883035861,-99.9526421401,48.2536963349,626.24,,1696.115385,2666.923077,2938.307692,2217,,12466.08,1212.576923,2791.333333,4160,888.076923,25_May_09_June
10080,0.3072813321,0.3857096583,-99.8609214414,48.2536963349,620.730769,,1746.615385,2383,3015.423077,2266.576923,,12537.272727,1217.4,2789.5,4160,944.192308,25_May_09_June
10081,0.4226970319,0.4895450836,-99.7692007427,48.2536963349,442.16,,2616.44,1570.2,4639.64,2326.2,,12517.55,848.76,2787.428571,2112,1002.44,25_May_09_June
10082,0.5234135658,0.6228356618,-99.7233403934,48.2536963349,523.423077,152,1770.076923,2065.538462,3316.192308,1952.230769,,11582.4,966.576923,2792.222222,,1027.384615,25_May_09_June
10083,0.1435423914,0.2340965498,-99.6316196948,48.2536963349,581.166667,,1295.52,2203.76,2469.52,1822.92,,12380.695652,1091.32,2783.2,,1089.2,25_May_09_June
10084,0.1615400755,0.3075347568,-99.5857593454,48.2536963349,546.769231,148,1404.346154,2046.038462,2678.538462,1814.576923,,11578.217391,1021,2821,6208,1421.478261,25_May_09_June
10085,0.0829380877,0.2256589511,-99.4940386468,48.2536963349,561.64,157,1648.96,2529.6,3074.28,1981.24,,12375.809524,1052.16,2755.555556,2112,1251.708333,25_May_09_June
10086,0.082827338,0.0446336418,-99.4023179481,48.2536963349,490.333333,,1569.346154,1838.346154,3137,1749.807692,,12462.727273,896.538462,2777.888889,5525.333333,1230.730769,25_May_09_June
10087,0.0748667909,0.0088948166,-99.3105972494,48.2536963349,640.307692,,1584.269231,2693.884615,2782.461538,2129.192308,,12470.347826,1206.423077,2775.285714,,1286.083333,25_May_09_June
10088,0.2004738456,0.3384148027,-99.2647369001,48.2536963349,679.44,,1557.653846,2645.269231,2691.538462,2145.846154,,12493.916667,1241.653846,2774.714286,,1314.576923,25_May_09_June
10089,-0.0941019626,-0.0749510835,-99.0812955028,48.2536963349,527,,1291.12,2288.96,2662.666667,1645.916667,,12376.25,949.48,2770.333333,,1427.08,25_May_09_June
10090,-0.1366475608,0.0464597608,-99.0354351535,48.2536963349,503.12,,1286.615385,2152.923077,2729.538462,1577.884615,,12352.111111,896.538462,2769.545455,,1454.64,25_May_09_June
10091,0.1518386478,0.1676452706,-98.9437144548,48.2536963349,478.84,149,1128.32,1912.64,2498.16,1477.6,1,7256.875,879.333333,2774.388889,5508.333333,2272.869565,25_May_09_June
10092,-0.0041342871,0.0693483736,-98.8978541055,48.2536963349,523.884615,151,1335.730769,2541.692308,2699.961538,1761,,-1013.434783,1013.923077,2810.076923,,731.8,25_May_09_June
10093,-0.1653250673,-0.0667080518,-98.8519937561,48.2536963349,423.4,150.285714,1145.64,2104.36,2450.56,1497.64,,2696.2,860.32,2801,6208,1732.75,25_May_09_June
10094,-0.0601747749,0.0645283546,-98.7602730575,48.2536963349,574.84,,1291.538462,2590.4,2478.038462,1731.88,,8861.291667,1028.076923,2783.25,,1367.807692,25_May_09_June
10095,-0.1127572302,-0.0252477111,-98.6685523588,48.2536963349,566.384615,,1196.346154,2541.961538,2410.846154,1650.846154,,12412,1004.153846,2760.5,4842.666667,1672.807692,25_May_09_June
10096,-0.0120566949,-0.0189589955,-98.6226920095,48.2536963349,548.4,,1117.36,2407.730769,2319,1581.192308,,12389.583333,979.884615,2759.333333,,1701.230769,25_May_09_June
10097,0.0173586562,0.3428119004,-98.4392506122,48.2536963349,579.043478,157,1511.2,2531.16,2875.52,1871.16,,12307.772727,1041.2,2694,,2032.347826,25_May_09_June
10098,0.0059347467,0.3237412678,-98.3933902628,48.2536963349,588.92,,1490.384615,2193,2799.807692,1902.538462,,12322.913043,1071.307692,2735.833333,,1978.708333,25_May_09_June
10099,0.0760760196,0.0040270984,-98.3016695642,48.2536963349,540.576923,150.333333,1580.884615,2103.923077,3006.576923,1917.384615,,8037.05,1019.73913,2782,4160,2224.5,25_May_09_June
10100,0.1912831276,0.3870750463,-98.2558092148,48.2536963349,550.884615,157,1725.615385,1953.961538,3181.961538,2040.769231,,12297.904762,1054.24,2689.142857,,2468.304348,25_May_09_June
10101,-0.0346123822,-0.0620278373,-98.1640885162,48.2536963349,536.153846,,1611.961538,2095.5,3101.461538,1880.038462,,12304.826087,990.88,2675.333333,,2588.913043,25_May_09_June
10102,0.0827252277,0.1630106308,-98.1182281668,48.2536963349,532.615385,,2009.923077,2332.961538,3636.961538,2113.230769,,12285.26087,984.384615,2650.666667,6208,2647.782609,25_May_09_June
10103,-0.0353340672,-0.0199625742,-97.5679039749,48.2536963349,517.48,153.5,1686.48,3219.6,3327.76,1809.68,1,12252.818182,906.28,2731.4375,2181,1397.25,25_May_09_June
10104,0.30176384,0.4402465395,-97.3844625776,48.2536963349,508.807692,,1497.423077,2505.384615,3068.076923,1671.153846,,12414.076923,880.307692,2780.5,,556.538462,25_May_09_June
10105,0.0524938379,0.4508664003,-97.2927418789,48.2536963349,476.2,,1639.4,2078.36,3318.24,1754.84,,12485.681818,870.92,2777.714286,5184,614.52,25_May_09_June
10106,0.1322495935,0.007613387,-97.0634401322,48.2536963349,465.884615,,1512.692308,2113,3321.884615,1527.5,,12484.68,762.384615,2771.571429,,759.692308,25_May_09_June
10107,0.0164481743,0.0965238904,-97.0175797829,48.2536963349,489.56,,1469.56,2092.291667,3145.68,1566.32,,12408.636364,813.52,2770.571429,,788.76,25_May_09_June
10108,-0.0288246881,0.0713002216,-96.9258590843,48.2536963349,536.923077,,1280.923077,2104.576923,2720.807692,1556.923077,,12355,896.153846,2768,,848.076923,25_May_09_June
10109,0.0902501769,0.2214132068,-96.8799987349,48.2536963349,479.083333,,1288.88,1889.88,2879.68,1470.56,,12426.666667,813.36,2767,,876.28,25_May_09_June
10110,0.1879213142,0.2498387088,-96.8341383856,48.2536963349,469.269231,,1279.115385,2056.423077,2895.192308,1456.384615,,12430.36,802.923077,2765.5,,905.384615,25_May_09_June
10111,0.2414033515,0.3103767363,-96.7882780363,48.2536963349,474.038462,,1514.461538,2353.423077,3227.346154,1613.192308,,12474.423077,823.5,2764.75,,934.423077,25_May_09_June
10112,0.4181329028,0.5099273018,-96.6048366389,48.2536963349,566.375,,1720.24,2906.56,3205.68,1944.16,,12562.833333,998.64,2760,,1047.12,25_May_09_June
10113,0.3672936657,0.37621741,-96.5589762896,48.2536963349,519.653846,,2150.461538,2558.5,3877.615385,2157.038462,,12553.681818,954.653846,2759,,1075.423077,25_May_09_June
10114,0.6463423818,0.7941293549,-96.3755348923,48.2536963349,421,,2714.24,1771.76,4813.88,2361.04,,12381.5,823.76,2753.833333,,1190.84,25_May_09_June
10115,0.9329401322,0.9360074457,-96.329674543,48.2536963349,382.423077,,3227.192308,1478.653846,5490.846154,2575.192308,,12417.55,744.346154,2753.285714,,1218.461538,25_May_09_June
10116,0.6534133165,0.8647866704,-96.2838141936,48.2536963349,438.8,148,2677.28,1829.423077,4694.346154,2353.076923,,12386.75,843.461538,2746.777778,2116,1365.307692,25_May_09_June
10117,0.4894177763,0.6154007111,-96.2379538443,48.2536963349,405.04,,2871.88,1627.72,5043.72,2419.8,,12461.75,779.73913,2751.222222,,1275.2,25_May_09_June
10118,0.6213500632,0.7327143417,-96.1462331456,48.2536963349,442.153846,149,2425.576923,1997.038462,4394.076923,2217.807692,1,11066.5,853.076923,2788.538462,2181,1548.346154,25_May_09_June
10119,0.2183646983,0.2297716058,-95.8710710497,48.2536963349,501.730769,,1887.730769,2337.538462,3503.538462,2061.346154,1,9199.5,986.692308,2859.857143,2181,1696.96,25_May_09_June
10120,0.4945692606,0.4318765299,-95.641769303,48.2536963349,498.653846,,2241.84,2160.36,4007.461538,2225.461538,,12430.52381,950.923077,2737.333333,,1636.625,25_May_09_June
10121,0.3681761113,0.4986142317,-94.9080037137,48.2536963349,296.6,,2316.52,747.52,5012.88,1758.76,,12366.32,556.75,2720.5,,2062.12,25_May_09_June
10122,0.0939567906,0.0941349278,-94.8621433644,48.2536963349,286.461538,,2061.5,723.846154,4779.615385,1588.576923,,12339.208333,536.96,2719.375,,2088.538462,25_May_09_June
10123,-0.0233296065,0.2436893135,-94.7245623164,48.2536963349,286.48,,3310.076923,717.52,6189.884615,2375.8,,12279.269231,567.96,2716,,2166.692308,25_May_09_June
10124,0.1512414134,0.0639129927,-94.6787019671,48.2536963349,289.269231,,3320.307692,748.08,6165.269231,2386.769231,,12290.2,570.615385,2714.75,,2192.615385,25_May_09_June
10125,0.3026860191,0.6385158284,-94.5869812684,48.2536963349,251.846154,,3444.5,691.769231,6531.576923,2348.769231,,12309.166667,495.846154,2713,,2243.653846,25_May_09_June
10126,0.5631550103,0.7217224941,-94.5411209191,48.2536963349,238.269231,,3141.461538,737.68,6432.576923,2107.88,,12303.583333,463.730769,2713.125,,2268.961538,25_May_09_June
10127,0.467632975,0.5835185134,-94.4952605697,48.2536963349,224.125,,2816.958333,737.208333,6180.25,1894.541667,,12316.863636,438.608696,2712,,2293.583333,25_May_09_June
10128,0.5063355388,0.5557010211,-94.4494002204,48.2536963349,212.814815,,3193.481481,603,6680.740741,2074.333333,,12319.269231,414.740741,2710.5,,2318.407407,25_May_09_June
10129,0.1985201048,0.384745931,-94.4035398711,48.2536963349,237.384615,,3380.153846,679.961538,6630.115385,2249.230769,,12311.4,459.615385,2710.125,,2344.538462,25_May_09_June
